,title,vote_count,vote_average,genres,popularity,imdb_id
21325,New World,119.0,7.2,['Thriller'],5.3239339999999995,tt2625030
21330,Night Train to Lisbon,130.0,6.4,"['Mystery', 'Romance', 'Thriller']",6.976215,tt1654523
21337,2 Guns,1611.0,6.6,"['Action', 'Comedy', 'Crime']",13.336511999999999,tt1272878
21345,The Last Days,103.0,5.6,"['Science Fiction', 'Adventure', 'Thriller']",5.961623,tt1935914
21349,Blue Jasmine,1126.0,7.0,"['Comedy', 'Drama']",12.61244,tt2334873
21350,Frankenstein's Army,70.0,5.7,"['Action', 'Horror']",5.451583,tt1925435
21351,The Great Beauty,745.0,7.3,"['Comedy', 'Drama']",8.176134,tt2358891
21355,The Canyons,75.0,4.1,"['Thriller', 'Drama']",4.281631,tt2292959
21360,They Called Him Bulldozer,61.0,6.7,"['Action', 'Comedy']",2.6668119999999997,tt0077864
21361,Bomber,53.0,6.3,"['Action', 'Comedy', 'Drama']",3.3668660000000004,tt0083675
21378,Louis C.K.: Oh My God,66.0,7.7,['Comedy'],3.460311,tt2510998
21380,Percy Jackson: Sea of Monsters,1685.0,5.9,"['Adventure', 'Family', 'Fantasy']",10.338222,tt1854564
21381,The Smurfs 2,711.0,5.5,"['Fantasy', 'Family', 'Comedy', 'Animation']",10.640864,tt2017020
21382,Alan Partridge: Alpha Papa,184.0,6.5,['Comedy'],10.130541000000001,tt0469021
21395,Man of Tai Chi,295.0,5.8,"['Action', 'Drama']",11.829231,tt2016940
21398,Prince Avalanche,111.0,6.0,"['Comedy', 'Drama']",6.576980000000001,tt2195548
21400,Batman: Mystery of the Batwoman,87.0,6.6,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction', 'Family']",8.26786,tt0346578
21401,Green Lantern: Emerald Knights,123.0,6.3,"['Action', 'Adventure', 'Animation', 'Science Fiction']",7.226833999999999,tt1683043
21407,We're the Millers,3053.0,6.8,"['Comedy', 'Crime']",18.474368,tt1723121
21409,Burning Bright,63.0,6.0,"['Drama', 'Horror', 'Thriller']",3.4465839999999996,tt1244658
21410,Grown Ups 2,1180.0,5.8,['Comedy'],9.411725,tt2191701
21413,Drug War,91.0,6.5,"['Action', 'Drama', 'Crime']",4.330183,tt2165735
21417,Kick-Ass 2,2275.0,6.3,"['Action', 'Adventure', 'Crime']",13.570264000000002,tt1650554
21418,Riddick,2066.0,6.2,"['Science Fiction', 'Action', 'Thriller']",9.596377,tt1411250
21419,Planes,568.0,5.7,"['Animation', 'Family', 'Adventure', 'Comedy']",11.604181,tt1691917
21425,Blackfish,456.0,7.9,['Documentary'],5.495138,tt2545118
21426,Paranoia,358.0,5.6,"['Drama', 'Thriller']",7.249581,tt1413495
21429,The Wind Rises,720.0,7.7,['Animation'],9.310866,tt2013293
21433,Evidence,88.0,5.6,"['Horror', 'Thriller', 'Mystery']",8.306389,tt1828970
21435,Jobs,1183.0,6.0,"['Drama', 'History']",14.294019,tt2357129
21438,The Mortal Instruments: City of Bones,1649.0,6.2,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']",14.336186999999999,tt1538403
21446,The Butler,1134.0,7.2,['Drama'],11.061894,tt1327773
21447,In a World...,232.0,6.4,['Comedy'],9.769134,tt2294677
21451,Terms and Conditions May Apply,74.0,6.9,['Documentary'],3.2381450000000003,tt2084953
21455,Ain't Them Bodies Saints,144.0,6.1,"['Crime', 'Drama', 'Romance', 'Western']",5.0860129999999995,tt2388637
21460,About Time,2140.0,7.8,"['Comedy', 'Drama', 'Science Fiction']",11.213913,tt2194499
21462,Chennai Express,91.0,6.5,"['Romance', 'Comedy', 'Action']",4.19356,tt2112124
21464,Cold Prey II,55.0,6.4,"['Drama', 'Horror', 'Mystery', 'Thriller']",6.9878789999999995,tt1188990
21469,Truth or Dare,119.0,5.7,"['Horror', 'Thriller', 'Mystery']",4.711164,tt1838722
21472,Justice League: Crisis on Two Earths,152.0,7.1,"['Action', 'Adventure', 'Animation']",6.1082410000000005,tt1494772
21478,The Frozen Ground,473.0,6.1,"['Thriller', 'Crime']",12.388833,tt2005374
21482,You're Next,787.0,6.6,"['Horror', 'Thriller', 'Mystery']",6.464826,tt1853739
21497,Empire State,229.0,4.9,"['Action', 'Drama']",9.003792,tt2171867
21511,The Seasoning House,76.0,6.2,"['Horror', 'Thriller']",4.565307,tt1555093
21513,Logorama,50.0,7.2,['Animation'],2.603271,tt1563725
21522,Autopsy,51.0,4.5,"['Horror', 'Thriller']",4.230297,tt0443435
21528,Adore,296.0,6.1,['Drama'],12.260159,tt2103267
21531,The Lost Future,65.0,4.6,['Adventure'],3.099622,tt1615091
21545,The Suicide Shop,169.0,6.2,"['Comedy', 'Animation']",5.496384,tt1655413
21551,Instructions Not Included,210.0,7.5,"['Comedy', 'Drama']",6.5078949999999995,tt2378281
21556,One Direction: This Is Us,209.0,8.0,"['Documentary', 'Music']",5.988929,tt2515086
21559,Closed Circuit,174.0,5.8,"['Mystery', 'Drama', 'Crime', 'Thriller']",12.797172,tt2218003
21566,Getaway,248.0,4.9,"['Action', 'Crime']",13.224288,tt2167202
21592,Gravity,5879.0,7.3,"['Science Fiction', 'Thriller', 'Drama']",18.50194,tt1454468
21597,I Spit on Your Grave 2,281.0,5.9,"['Thriller', 'Horror', 'Crime']",12.75872,tt2537176
21598,What If,688.0,6.7,"['Drama', 'Comedy', 'Romance']",10.841891,tt1486834
21604,Prisoners,3183.0,7.9,"['Drama', 'Thriller', 'Crime']",11.96262,tt1392214
21605,Out of the Furnace,731.0,6.5,"['Thriller', 'Drama', 'Crime']",6.760321,tt1206543
21606,The Conspiracy,94.0,6.0,"['Horror', 'Thriller']",4.531007,tt2330322
21608,Austenland,192.0,6.6,"['Comedy', 'Romance']",8.076305,tt1985019
21609,Insidious: Chapter 2,1237.0,6.5,"['Horror', 'Thriller']",9.040324,tt2226417
21611,Rush,2310.0,7.7,"['Drama', 'Action']",10.63552,tt1979320
21614,The Family,1052.0,6.1,"['Crime', 'Comedy', 'Action']",8.047735000000001,tt2404311
21619,Short Term 12,460.0,7.9,['Drama'],12.34835,tt2370248
21620,At Any Price,67.0,5.3,['Drama'],4.278909,tt1937449
21644,The To Do List,348.0,5.5,"['Comedy', 'Romance']",7.081403999999999,tt1758795
21651,The Factory,110.0,5.5,"['Crime', 'Thriller', 'Mystery']",7.913726,tt1132285
21657,Princess Protection Program,381.0,6.2,"['Comedy', 'Drama', 'Family']",5.6261410000000005,tt1196339
21662,Battle of the Year,89.0,5.9,"['Music', 'Drama']",5.0739,tt1532958
21672,Afternoon Delight,68.0,6.0,"['Comedy', 'Drama']",4.573796,tt2312890
21675,Repeaters,56.0,5.7,"['Science Fiction', 'Thriller', 'Drama']",2.6687939999999997,tt1580426
21694,Nebraska,648.0,7.4,"['Drama', 'Adventure']",11.160699000000001,tt1821549
21697,Enough Said,351.0,6.6,"['Comedy', 'Drama', 'Romance']",6.782909,tt2390361
21698,Don Jon,1708.0,5.9,"['Romance', 'Comedy', 'Drama']",10.948605,tt2229499
21700,Zambezia,69.0,5.3,"['Comedy', 'Animation', 'Adventure', 'Family']",8.825275999999999,tt1488181
21709,Mood Indigo,199.0,6.0,"['Drama', 'Fantasy']",8.23984,tt2027140
21710,Metallica: Through the Never,86.0,6.7,['Music'],5.229975,tt2172935
21713,Crystal Fairy & the Magical Cactus,65.0,5.8,"['Comedy', 'Adventure']",10.82388,tt2332579
21734,Bad Milo,97.0,5.8,"['Comedy', 'Horror']",14.013119,tt2274570
21739,Miracle in Cell No. 7,94.0,8.0,"['Drama', 'Comedy']",6.757725,tt2659414
21743,Runner Runner,547.0,5.5,"['Crime', 'Thriller', 'Drama']",8.864607000000001,tt2364841
21745,Blue Is the Warmest Color,1114.0,7.2,"['Romance', 'Drama']",4.938148,tt2278871
21755,Curse of Chucky,417.0,5.6,"['Horror', 'Thriller']",15.771245,tt2230358
21765,Parkland,128.0,5.8,"['History', 'Drama', 'Thriller', 'Mystery']",6.71518,tt2345112
21780,Cloudy with a Chance of Meatballs 2,936.0,6.4,"['Animation', 'Family', 'Comedy']",14.412060999999998,tt1985966
21783,Talaash,58.0,6.7,"['Crime', 'Drama', 'Thriller']",3.81691,tt1787988
21792,Captain Phillips,2495.0,7.6,"['Action', 'Drama', 'Thriller']",13.776067999999999,tt1535109
21795,After the Dark,283.0,6.2,"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",7.113372,tt1928340
21815,Machete Kills,642.0,5.3,"['Action', 'Crime', 'Thriller']",9.251084,tt2002718
21817,Filth,628.0,6.8,"['Crime', 'Drama', 'Comedy']",14.970485,tt1450321
21819,Romeo & Juliet,175.0,6.6,"['Drama', 'Romance']",4.494987999999999,tt1645131
21826,Baggage Claim,87.0,5.6,['Comedy'],5.590678,tt1171222
21829,Stitches,94.0,5.5,['Horror'],8.328705000000001,tt2126362
21830,Escape Plan,1688.0,6.7,"['Action', 'Thriller']",14.191610999999998,tt1211956
21834,Haute Cuisine,87.0,6.1,['Comedy'],4.64874,tt2094877
21837,Just Wright,102.0,6.0,"['Comedy', 'Drama', 'Romance']",8.870325,tt1407061
21841,Carrie,1505.0,5.8,"['Drama', 'Horror']",18.399055,tt1939659
21843,The Fifth Estate,368.0,5.7,"['Drama', 'Thriller']",10.850442,tt1837703
21848,The Counselor,724.0,5.0,"['Thriller', 'Crime', 'Drama']",14.723645999999999,tt2193215
21854,The Congress,165.0,6.4,"['Drama', 'Science Fiction', 'Animation']",8.534039,tt1821641
21861,The Unbelievers,55.0,6.7,['Documentary'],10.068759,tt2636522
21862,Escape from Tomorrow,88.0,4.8,"['Horror', 'Fantasy']",4.318643,tt2187884
21875,The Double,344.0,6.5,"['Thriller', 'Drama']",7.597475,tt1825157
21878,12 Years a Slave,3787.0,7.9,"['Drama', 'History']",30.316249,tt2024544
21881,The Right Kind of Wrong,99.0,6.0,"['Romance', 'Comedy']",5.746841000000001,tt2286990
21884,Kill Your Darlings,455.0,7.1,"['Drama', 'Romance', 'Thriller']",7.075031,tt1311071
21907,All Is Lost,679.0,6.6,"['Action', 'Adventure', 'Drama']",12.74965,tt2017038
21911,Arthur Newman,63.0,5.6,['Drama'],4.469269000000001,tt1930546
21921,Bartok the Magnificent,52.0,5.8,"['Animation', 'Comedy', 'Family']",4.28423,tt0197273
21922,Ender's Game,2354.0,6.6,"['Science Fiction', 'Action', 'Adventure']",12.500305,tt1731141
21925,The Blue Umbrella,183.0,7.8,"['Animation', 'Romance']",6.568022999999999,tt2616880
21928,Toy Story of Terror!,246.0,7.3,"['Animation', 'Comedy', 'Family']",0.512025,tt2446040
21931,The Last Days on Mars,304.0,5.2,"['Science Fiction', 'Thriller', 'Horror']",9.113415,tt1709143
21938,Bad Grandpa,688.0,6.0,['Comedy'],8.000867,tt3063516
21941,Thor: The Dark World,4873.0,6.8,"['Action', 'Adventure', 'Fantasy']",34.905446999999995,tt1981115
21948,Dallas Buyers Club,2973.0,7.9,"['Drama', 'History']",14.785719,tt0790636
21949,Gambit,224.0,5.1,"['Comedy', 'Crime']",7.60849,tt0404978
21956,You May Not Kiss the Bride,60.0,5.6,"['Action', 'Crime', 'Comedy', 'Romance']",9.664896,tt1381418
21958,The Selfish Giant,83.0,7.2,['Drama'],5.921419,tt2304426
21959,Changing Sides,110.0,5.3,['Comedy'],5.197678,tt1275590
21963,A Touch of Sin,83.0,7.3,['Drama'],6.303552,tt2852400
21971,How I Live Now,270.0,6.4,"['Drama', 'Action', 'Thriller', 'War']",14.212779999999999,tt1894476
21972,Girl Most Likely,103.0,5.7,['Comedy'],4.80745,tt1698648
21973,Hours,272.0,6.3,"['Drama', 'Thriller']",10.053166000000001,tt2094018
21975,Pieta,92.0,6.9,['Drama'],5.194433,tt2299842
21987,Great Expectations,101.0,6.3,"['Drama', 'Romance']",6.812108,tt1836808
21990,Free Birds,259.0,5.7,"['Animation', 'Comedy', 'Family']",7.7132309999999995,tt1621039
21994,Boy Wonder,58.0,6.4,"['Action', 'Crime', 'Drama', 'Thriller']",5.3765480000000005,tt1456060
22011,Last Vegas,813.0,6.4,['Comedy'],9.157369000000001,tt1204975
22015,The Starving Games,219.0,4.1,['Comedy'],0.265046,tt2403029
22022,Panic Button,57.0,5.2,"['Horror', 'Thriller']",4.599941,tt1727358
22023,Painless,58.0,6.1,"['Horror', 'Mystery', 'Fantasy', 'Thriller']",7.609036,tt1757769
22042,Philomena,588.0,7.4,['Drama'],6.927182000000001,tt2431286
22043,The Book Thief,1528.0,7.4,['Drama'],16.373622,tt0816442
22044,The Best Man Holiday,110.0,6.7,['Comedy'],6.102021,tt2083355
22046,Ida,262.0,7.1,['Drama'],8.651053,tt2718492
22053,One Piece Film Strong World,68.0,7.4,"['Animation', 'Fantasy', 'Adventure']",4.958929,tt1485763
22054,One Piece Film Z,83.0,7.2,"['Action', 'Animation', 'Adventure']",3.754607,tt2375379
22058,The Hunger Games: Catching Fire,6656.0,7.4,"['Adventure', 'Action', 'Science Fiction']",25.309139000000002,tt1951264
22059,The Hobbit: The Desolation of Smaug,4633.0,7.6,"['Adventure', 'Fantasy']",20.644776,tt1170358
22060,47 Ronin,1357.0,5.9,"['Drama', 'Action', 'Adventure', 'Fantasy']",14.889370000000001,tt1335975
22067,The Dyatlov Pass Incident,177.0,5.7,"['Thriller', 'Mystery']",5.771432,tt1905040
22076,Delivery Man,561.0,6.2,['Comedy'],13.548808,tt2387559
22077,Charlie Countryman,267.0,6.4,"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",9.609726,tt1196948
22086,Hansel & Gretel,84.0,4.7,['Horror'],5.6176010000000005,tt2415464
22097,Twice Born,142.0,6.9,"['Drama', 'Romance', 'War']",5.849716,tt1396226
22110,Frozen,5440.0,7.3,"['Animation', 'Adventure', 'Family']",24.248243,tt2294629
22117,9 Month Stretch,147.0,6.3,['Comedy'],8.765334,tt2853614
22125,Mr. Morgan's Last Love,95.0,6.9,"['Drama', 'Comedy']",6.510473999999999,tt1838603
22129,Inside Llewyn Davis,845.0,7.2,"['Drama', 'Music']",10.838063,tt2042568
22131,The Wolf of Wall Street,6768.0,7.9,"['Crime', 'Drama', 'Comedy']",16.382422000000002,tt0993846
22132,Homefront,898.0,6.4,"['Action', 'Thriller']",9.896704,tt2312718
22142,Mandela: Long Walk to Freedom,225.0,6.5,"['Drama', 'History']",11.318079,tt2304771
22143,August: Osage County,497.0,6.9,"['Comedy', 'Drama']",6.954296,tt1322269
22153,Grave Encounters 2,251.0,5.2,['Horror'],9.021941,tt2231554
22154,Evangelion: 3.0 You Can (Not) Redo,107.0,7.4,"['Animation', 'Science Fiction', 'Action', 'Drama']",7.764883,tt0860907
22156,Fright Night 2: New Blood,81.0,4.4,"['Horror', 'Comedy']",10.752888,tt2486630
22157,Sweetwater,71.0,6.0,"['Western', 'Thriller']",5.799861,tt2224004
22160,Tim's Vermeer,65.0,7.1,['Documentary'],3.3691050000000002,tt3089388
22166,American Hustle,2868.0,6.8,"['Drama', 'Crime']",16.478036,tt1800241
22167,The Secret Life of Walter Mitty,3213.0,7.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",8.684892,tt0359950
22168,Her,4215.0,7.9,"['Romance', 'Science Fiction', 'Drama']",13.829514999999999,tt1798709
22177,Young & Beautiful,360.0,6.3,['Drama'],11.833022999999999,tt2752200
22190,Open Grave,250.0,5.9,"['Horror', 'Thriller', 'Mystery']",5.72991,tt2071550
22201,Dead Set,87.0,7.0,"['Comedy', 'Drama', 'Horror']",4.879630000000001,tt1285482
22206,Lone Survivor,1549.0,7.4,"['Action', 'Drama', 'Thriller', 'War']",10.855502,tt1091191
22211,Geography Club,55.0,6.5,"['Comedy', 'Drama', 'Romance']",2.941353,tt2235902
22219,The Armstrong Lie,50.0,6.9,['Documentary'],3.237965,tt1638364
22221,An Adventure in Space and Time,68.0,7.7,['Drama'],5.541556,tt2663812
22224,Saving Mr. Banks,1256.0,7.3,"['Comedy', 'Drama', 'History']",15.130888,tt2140373
22245,The Truth About Emanuel,80.0,6.2,"['Drama', 'Thriller']",6.636313,tt1838520
22247,The Nutcracker: The Untold Story,52.0,5.3,"['Fantasy', 'Action', 'Family']",3.3949279999999997,tt1041804
22275,Lady and the Tramp II: Scamp's Adventure,256.0,6.0,"['Romance', 'Animation', 'Family', 'Adventure']",9.672521000000001,tt0249677
22276,Oldboy,632.0,5.9,"['Drama', 'Thriller', 'Mystery', 'Action']",7.882353,tt1321511
22280,The Sucker,92.0,7.3,"['Comedy', 'Crime']",4.684921,tt0057967
22285,Anchorman 2: The Legend Continues,940.0,6.0,['Comedy'],7.600751,tt1229340
22294,Happy Family,65.0,6.7,['Comedy'],3.176441,tt1455810
22300,Snowpiercer,2910.0,6.7,"['Action', 'Science Fiction', 'Drama']",14.131905999999999,tt1706620
22307,Demons 2,60.0,5.8,"['Horror', 'Fantasy']",4.4534769999999995,tt0090930
22309,Haunter,211.0,5.9,"['Horror', 'Mystery', 'Thriller']",8.753381,tt2345567
22311,Wrong Cops,65.0,5.9,"['Comedy', 'Crime']",3.3564220000000002,tt2166616
22316,Ninja: Shadow of a Tear,94.0,5.9,"['Action', 'Crime', 'Thriller']",5.632097,tt2458106
22319,Odds and Evens,77.0,7.0,"['Action', 'Comedy']",0.19213,tt0078058
22327,Desire,142.0,4.1,"['Drama', 'Romance']",13.621580999999999,tt1879030
22335,Fun Size,139.0,5.5,['Comedy'],6.891823,tt1663143
22338,A Princess for Christmas,56.0,6.4,"['Comedy', 'Drama', 'Family']",6.734369999999999,tt1083448
22339,Fuck You Goethe,621.0,7.1,['Comedy'],12.957092999999999,tt2987732
22360,The Physician,365.0,7.2,"['Adventure', 'Drama', 'History']",13.332386999999999,tt2101473
22370,Borgman,94.0,6.6,"['Thriller', 'Drama']",4.38226,tt1954315
22382,The Human Race,68.0,5.0,"['Horror', 'Science Fiction', 'Action']",2.563968,tt1427298
22384,Smiley,109.0,4.3,['Horror'],4.871071,tt2025667
22392,Grudge Match,437.0,6.0,['Comedy'],11.655588,tt1661382
22393,Justin Bieber's Believe,68.0,7.3,"['Documentary', 'Music']",3.389968,tt3165608
22394,Dhoom,53.0,6.2,"['Action', 'Crime', 'Drama', 'Thriller']",3.1064950000000002,tt0422091
22403,Bounty Killer,84.0,5.8,"['Action', 'Science Fiction']",5.314063,tt2369396
22406,12 Rounds 2: Reloaded,101.0,5.6,"['Action', 'Adventure']",6.35611,tt2317524
22410,A.C.O.D.,106.0,5.5,['Comedy'],5.748809,tt1311060
22415,Paranormal Activity: The Marked Ones,455.0,5.2,"['Horror', 'Thriller']",8.898522999999999,tt2473682
22416,Only Lovers Left Alive,585.0,7.2,"['Drama', 'Romance']",13.594992000000001,tt1714915
22434,The Valley of Gwangi,52.0,7.5,"['Action', 'Fantasy', 'Science Fiction', 'Thriller', 'Western']",2.082918,tt0065163
22437,The Lunchbox,226.0,7.3,"['Drama', 'Romance']",10.766409,tt2350496
22449,Yves Saint Laurent,270.0,6.4,['Drama'],4.7262379999999995,tt2707858
22455,The Invisible Woman,66.0,6.2,"['Drama', 'Romance']",4.1835580000000006,tt1700845
22457,Dragon Ball Z: Battle of Gods,370.0,6.5,"['Animation', 'Action']",10.834344,tt2263944
22459,Underdogs,127.0,6.0,"['Animation', 'Adventure', 'Romance']",14.347930999999999,tt1634003
22461,Freezer,51.0,5.2,"['Action', 'Thriller']",9.115124,tt2325002
22468,"Like Father, Like Son",119.0,7.6,['Drama'],7.0740419999999995,tt2331143
22469,The Railway Man,277.0,6.7,"['Drama', 'History']",6.0994209999999995,tt2058107
22472,Diana,180.0,5.3,"['Drama', 'Romance']",5.348746,tt1758595
22474,We Are What We Are,192.0,5.5,"['Drama', 'Horror', 'Thriller']",7.859837,tt2309021
22475,Dragon Ball Z: Lord Slug,79.0,6.2,"['Action', 'Animation', 'Adventure']",3.961243,tt0142244
22484,"Me, Myself and Mum",231.0,6.6,['Comedy'],5.225386,tt2315200
22498,Chinese Puzzle,228.0,6.4,"['Comedy', 'Drama', 'Romance']",9.559788000000001,tt1937118
22499,+1,91.0,5.3,"['Thriller', 'Science Fiction']",5.874701,tt2395385
22506,A Turtle’s Tale 2: Sammy’s Escape From Paradise,58.0,5.5,"['Adventure', 'Animation']",5.107345,tt2288005
22520,Ride Along,867.0,6.1,"['Action', 'Comedy']",9.895752,tt1408253
22524,Jack Ryan: Shadow Recruit,1194.0,5.9,"['Action', 'Drama', 'Thriller']",11.234862,tt1205537
22525,Divergent,4784.0,6.9,"['Adventure', 'Action', 'Science Fiction']",21.572585,tt1840309
22526,Hotel Chevalier,204.0,7.1,"['Drama', 'Music']",4.933446,tt1094249
22529,Reasonable Doubt,236.0,5.6,"['Crime', 'Thriller']",11.072355,tt2304953
22532,Saint Laurent,78.0,6.0,['Drama'],5.657197,tt2707848
22536,The Square,56.0,7.8,"['Documentary', 'Drama', 'History']",4.6891680000000004,tt2486682
22537,HOUBA! On the Trail of the Marsupilami,214.0,5.0,"['Adventure', 'Comedy']",10.409049000000001,tt1723642
22540,Devil's Due,218.0,4.4,['Horror'],10.591125,tt2752758
22541,Not My Day,62.0,6.6,['Comedy'],4.065437999999999,tt3019694
22551,Black Rock,80.0,4.9,"['Thriller', 'Horror']",8.732142999999999,tt1930294
22553,The Assault,50.0,6.4,"['Action', 'Thriller']",3.1414560000000002,tt1793239
22560,A Single Shot,92.0,5.7,"['Drama', 'Crime', 'Thriller']",12.90146,tt1540741
22569,Husk,87.0,5.4,"['Horror', 'Thriller']",10.816473,tt1504403
22581,Atrocious,55.0,5.2,"['Horror', 'Thriller']",4.1945239999999995,tt1734067
22594,Justice League: War,234.0,7.0,['Animation'],8.138622,tt3060952
22600,Yeh Jawaani Hai Deewani,80.0,7.1,['Romance'],4.262544,tt2178470
22612,Ernest & Celestine,148.0,7.6,"['Animation', 'Comedy', 'Drama', 'Family']",7.225778999999999,tt1816518
22630,Banshee Chapter,93.0,5.7,"['Horror', 'Thriller']",7.130195,tt2011276
22631,Drift,61.0,5.7,['Drama'],4.121722,tt1714833
22635,It Boy,332.0,6.2,['Comedy'],5.616687000000001,tt2186812
22646,"I, Frankenstein",701.0,5.1,"['Horror', 'Thriller']",9.415817,tt1418377
22652,Generation Kill,88.0,7.8,"['Drama', 'History', 'War']",4.213894,tt0995832
22655,Better Living Through Chemistry,99.0,5.9,"['Drama', 'Comedy']",7.392294000000001,tt1609479
22658,Enemy,1326.0,6.7,"['Thriller', 'Mystery']",12.66992,tt2316411
22664,Big Bad Wolves,124.0,6.5,"['Comedy', 'Crime']",4.552786,tt2309224
22671,Stranger by the Lake,96.0,6.4,"['Drama', 'Thriller']",6.074431,tt2852458
22672,Labor Day,306.0,6.7,['Drama'],6.108646,tt1967545
22673,Tom at the Farm,193.0,6.9,"['Drama', 'Thriller']",6.0945290000000005,tt2427892
22675,North Sea Texas,59.0,6.9,"['Drama', 'Romance']",5.599257,tt1625150
22676,Wonder Woman,133.0,7.2,"['Action', 'Adventure', 'Animation', 'Science Fiction']",7.306487,tt1186373
22677,Flowers in the Attic,106.0,6.3,"['Drama', 'Mystery', 'Thriller', 'TV Movie']",5.658774,tt3074694
22683,French Fried Vacation 3,190.0,4.1,['Comedy'],7.733817,tt0445800
22689,The Young and Prodigious T.S. Spivet,234.0,6.7,"['Adventure', 'Drama', 'Family']",6.839535000000001,tt1981107
22703,Teen Beach Movie,212.0,6.1,"['Family', 'Music', 'TV Movie']",4.909843,tt2325989
22710,Gloria,56.0,6.2,"['Comedy', 'Drama']",3.534494,tt2425486
22711,"I, Cesar",59.0,5.6,['Comedy'],2.292595,tt0314390
22716,The Monuments Men,1545.0,5.8,"['War', 'Drama', 'History', 'Action']",11.132411,tt2177771
22718,The Lego Movie,3127.0,7.5,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",16.418132999999997,tt1490017
22723,RoboCop,2385.0,5.7,"['Action', 'Science Fiction']",10.246549,tt1234721
22725,The Art of the Steal,221.0,6.1,"['Comedy', 'Crime']",8.436614,tt2172985
22730,Nymphomaniac: Vol. II,820.0,6.6,"['Drama', 'Mystery']",9.594157000000001,tt2382009
22731,La luna,257.0,8.0,"['Animation', 'Family']",7.331397999999999,tt1957945
22737,Monsieur Batignole,51.0,7.0,"['Comedy', 'Drama']",3.590903,tt0291400
22746,The Volcano,190.0,5.6,['Comedy'],5.289251999999999,tt2207072
22751,Knights of Badassdom,162.0,5.5,"['Adventure', 'Fantasy', 'Horror', 'Comedy']",6.281872,tt1545660
22761,Sabotage,560.0,5.5,"['Action', 'Drama', 'Thriller', 'Crime']",6.966505000000001,tt1742334
22764,Don 2: The King is Back,65.0,7.1,"['Action', 'Thriller']",4.9496400000000005,tt1285241
22775,A Long Way Down,356.0,6.2,"['Comedy', 'Drama']",10.46897,tt0458413
22776,The Three Brothers: The Return,110.0,5.0,['Comedy'],5.084853,tt3092076
22777,Venus in Fur,192.0,7.2,['Drama'],6.012005,tt2406252
22782,Adult World,141.0,6.2,['Comedy'],4.944783,tt1067765
22783,Date and Switch,78.0,5.9,['Comedy'],4.380997,tt1878942
22785,The Zero Theorem,383.0,5.9,"['Drama', 'Fantasy', 'Science Fiction']",10.990614,tt2333804
22786,Endless Love,555.0,6.7,"['Drama', 'Romance']",8.757277,tt2318092
22787,Winter's Tale,501.0,6.0,"['Drama', 'Fantasy', 'Mystery', 'Romance']",7.363527,tt1837709
22802,On the Other Side of the Tracks,204.0,5.4,"['Comedy', 'Action', 'Crime']",5.160049,tt1937133
22803,Joe,346.0,6.5,['Drama'],13.784410999999999,tt2382396
22820,Cold Comes the Night,90.0,5.5,"['Crime', 'Drama', 'Thriller']",11.823936999999999,tt2511428
22821,Chouchou,106.0,5.3,['Comedy'],4.610525,tt0328955
22823,Someone Marry Barry,75.0,5.6,['Comedy'],5.916675,tt1978532
22836,The King and the Mockingbird,52.0,8.0,"['Animation', 'Family', 'Fantasy']",3.005302,tt0079820
22840,About Last Night,217.0,6.0,"['Comedy', 'Romance']",9.543004,tt1826590
22841,The Grand Budapest Hotel,4644.0,8.0,"['Comedy', 'Drama']",14.442048000000002,tt2278388
22842,Cuban Fury,137.0,6.0,['Comedy'],6.739737,tt2390237
22847,"Black Coal, Thin Ice",74.0,6.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.759315,tt3469910
22849,Jamesy Boy,56.0,6.1,"['Crime', 'Drama', 'Romance']",4.149254,tt1673734
22851,Bring It On: Fight to the Finish,108.0,6.0,['Comedy'],0.391552,tt1349482
22853,Mater and the Ghostlight,96.0,6.2,"['Animation', 'Family']",7.111223,tt0901686
22854,Your Friend the Rat,67.0,6.7,"['Animation', 'Family']",7.3116710000000005,tt1134859
22855,Dug's Special Mission,72.0,6.9,"['Animation', 'Comedy', 'Family']",10.998646,tt1537759
22864,Omar,59.0,7.1,"['Thriller', 'Drama', 'Romance']",0.190158,tt2852406
22868,Superchondriac,362.0,5.6,['Comedy'],6.741117999999999,tt3421514
22870,Prêt à tout,55.0,5.4,['Comedy'],2.8195650000000003,tt2442502
22871,The Brats,194.0,6.1,['Comedy'],5.183112,tt2354181
22872,Grand Piano,178.0,5.9,"['Thriller', 'Mystery']",6.801095,tt2039345
22877,That Awkward Moment,1020.0,6.1,"['Comedy', 'Romance']",8.060402999999999,tt1800246
22879,Interstellar,11187.0,8.1,"['Adventure', 'Drama', 'Science Fiction']",32.213481,tt0816692
22883,Apartment 1303 3D,94.0,3.8,['Horror'],8.303374,tt1540767
22895,3 Days to Kill,896.0,6.0,"['Action', 'Drama', 'Thriller', 'Crime']",17.861119,tt2172934
22898,Welcome to the Jungle,135.0,4.9,['Comedy'],6.381313,tt2193265
22899,Non-Stop,2302.0,6.8,"['Action', 'Thriller', 'Mystery']",19.650229,tt2024469
